"","sample_id","dist_family","dist","size","mean","median","mean_median_diff","sd","skewness","kurtosis","outliers_minor_ratio","outliers_extream_ratio","sigma_1_ratio","sigma_2_ratio","sigma_3_ratio","model","test_set","actual","predicted","score","threshold","type"
"5351","close_normal-tukey(0.1)-1047","close_normal","tukey(0.1)",1047,0,0.01331,0.01331,1,-0.04214,3.18835,0.0114613180515759,0,0.691499522445081,0.943648519579752,0.997134670487106,"svmRadialSigma","unseen","class_1","class_0",0.142666863448387,0.468671536447808,"FN"
"5356","sym_long_tail-t(1)-1047","sym_long_tail","t(1)",1047,0,0.00037,0.00037,1,19.97684,616.02494,0.176695319961796,0.101241642788921,0.983763132760267,0.988538681948424,0.993314231136581,"svmRadialSigma","unseen","class_1","class_1",0.953465286794885,0.468671536447808,"TP"
"5361","sym_short_tail-uniform(0,1)-1047","sym_short_tail","uniform(0,1)",1047,0,0.06952,0.06952,1,-0.07196,1.78417,0,0,0.579751671442216,1,1,"svmRadialSigma","unseen","class_1","class_1",0.9749667965075,0.468671536447808,"TP"
"5366","asym_long_tail-Weibull(0.5,1)-1047","asym_long_tail","Weibull(0.5,1)",1047,0,-0.3527,0.3527,1,5.10098,37.94021,0.116523400191022,0.0668576886341929,0.9207258834766,0.961795606494747,0.978987583572111,"svmRadialSigma","unseen","class_1","class_1",0.961882306813118,0.468671536447808,"TP"
"5371","asym_short_tail-beta(2,1)-1047","asym_short_tail","beta(2,1)",1047,0,0.21201,0.21201,1,-0.61143,2.52462,0,0,0.652340019102197,0.957975167144222,1,"svmRadialSigma","unseen","class_1","class_1",0.958669121813873,0.468671536447808,"TP"
"5379","normal(0.6)-Normal_548_328.8-1047","normal(0.6)","Normal_548_328.8",1047,0,-0.00557,0.00557,1,-0.07939,3.09916,0.00382043935052531,0,0.687679083094556,0.946513849092646,0.998089780324737,"svmRadialSigma","unseen","class_0","class_0",0.108333621933932,0.468671536447808,"TN"
"5384","normal(0.6)-Normal_-605_363-1047","normal(0.6)","Normal_-605_363",1047,0,0.01815,0.01815,1,-0.02882,2.82059,0.00191021967526266,0,0.673352435530086,0.951289398280802,1,"svmRadialSigma","unseen","class_0","class_0",0.174555352632204,0.468671536447808,"TN"
"5389","normal(0.6)-Normal_956_573.6-1047","normal(0.6)","Normal_956_573.6",1047,0,0.04594,0.04594,1,-0.05276,3.10878,0.00477554918815664,0,0.699140401146132,0.950334288443171,0.995224450811843,"svmRadialSigma","unseen","class_0","class_0",0.11133564001588,0.468671536447808,"TN"
"5394","normal(0.6)-Normal_-597_358.2-1047","normal(0.6)","Normal_-597_358.2",1047,0,0.01068,0.01068,1,-0.10783,2.82414,0.00286532951289398,0,0.673352435530086,0.960840496657116,0.997134670487106,"svmRadialSigma","unseen","class_0","class_0",0.0617446471138858,0.468671536447808,"TN"
"5399","normal(0.6)-Normal_-277_166.2-1047","normal(0.6)","Normal_-277_166.2",1047,0,0.00921,0.00921,1,0.01329,2.80593,0.00382043935052531,0,0.665711556829035,0.957975167144222,0.998089780324737,"svmRadialSigma","unseen","class_0","class_0",0.0927389857418173,0.468671536447808,"TN"
"5401","close_normal-tukey(0.1)-1060","close_normal","tukey(0.1)",1060,0,0.00118,0.00118,1,0.02275,3.46737,0.0179245283018868,0,0.710377358490566,0.942452830188679,0.994339622641509,"svmRadialSigma","unseen","class_1","class_1",0.776101526336103,0.468671536447808,"TP"
"5406","sym_long_tail-t(1)-1060","sym_long_tail","t(1)",1060,0,-0.01734,0.01734,1,21.35,659.21012,0.172641509433962,0.10188679245283,0.986792452830189,0.991509433962264,0.994339622641509,"svmRadialSigma","unseen","class_1","class_1",0.962584902713356,0.468671536447808,"TP"
"5411","sym_short_tail-uniform(0,1)-1060","sym_short_tail","uniform(0,1)",1060,0,0.03068,0.03068,1,-0.00885,1.78543,0,0,0.573584905660377,1,1,"svmRadialSigma","unseen","class_1","class_1",0.973277434731017,0.468671536447808,"TP"
"5416","asym_long_tail-Weibull(0.5,1)-1060","asym_long_tail","Weibull(0.5,1)",1060,0,-0.37257,0.37257,1,4.69635,37.0931,0.121698113207547,0.0669811320754717,0.911320754716981,0.954716981132075,0.975471698113208,"svmRadialSigma","unseen","class_1","class_1",0.959760948785271,0.468671536447808,"TP"
"5421","asym_short_tail-beta(2,1)-1060","asym_short_tail","beta(2,1)",1060,0,0.19602,0.19602,1,-0.55192,2.35926,0,0,0.637735849056604,0.959433962264151,1,"svmRadialSigma","unseen","class_1","class_1",0.967644942246874,0.468671536447808,"TP"
"5429","normal(0.6)-Normal_548_328.8-1060","normal(0.6)","Normal_548_328.8",1060,0,-0.00384,0.00384,1,-0.09359,3.1089,0.00471698113207547,0,0.685849056603774,0.947169811320755,0.99811320754717,"svmRadialSigma","unseen","class_0","class_0",0.0942724690746005,0.468671536447808,"TN"
"5434","normal(0.6)-Normal_-605_363-1060","normal(0.6)","Normal_-605_363",1060,0,0.02265,0.02265,1,-0.07236,2.83738,0.00283018867924528,0,0.677358490566038,0.95,1,"svmRadialSigma","unseen","class_0","class_0",0.192000258509086,0.468671536447808,"TN"
"5439","normal(0.6)-Normal_956_573.6-1060","normal(0.6)","Normal_956_573.6",1060,0,0.03432,0.03432,1,0.01365,3.11684,0.00566037735849057,0,0.697169811320755,0.95,0.99622641509434,"svmRadialSigma","unseen","class_0","class_0",0.0709051882186175,0.468671536447808,"TN"
"5444","normal(0.6)-Normal_-597_358.2-1060","normal(0.6)","Normal_-597_358.2",1060,0,-0.01271,0.01271,1,-0.06389,2.94581,0.00566037735849057,0,0.676415094339623,0.961320754716981,0.997169811320755,"svmRadialSigma","unseen","class_0","class_0",0.101696457127018,0.468671536447808,"TN"
"5449","normal(0.6)-Normal_-277_166.2-1060","normal(0.6)","Normal_-277_166.2",1060,0,0.03152,0.03152,1,-0.04039,2.807,0.00283018867924528,0,0.669811320754717,0.955660377358491,0.999056603773585,"svmRadialSigma","unseen","class_0","class_0",0.108658052795752,0.468671536447808,"TN"
"5451","close_normal-tukey(0.1)-1064","close_normal","tukey(0.1)",1064,0,-0.02038,0.02038,1,0.09365,3.55774,0.018796992481203,0,0.712406015037594,0.950187969924812,0.994360902255639,"svmRadialSigma","unseen","class_1","class_1",0.890083402039064,0.468671536447808,"TP"
"5456","sym_long_tail-t(1)-1064","sym_long_tail","t(1)",1064,0,-0.01495,0.01495,1,21.90018,687.67462,0.175751879699248,0.101503759398496,0.984962406015038,0.992481203007519,0.995300751879699,"svmRadialSigma","unseen","class_1","class_1",0.959273134797708,0.468671536447808,"TP"
"5461","sym_short_tail-uniform(0,1)-1064","sym_short_tail","uniform(0,1)",1064,0,0.00515,0.00515,1,-0.0195,1.75535,0,0,0.575187969924812,1,1,"svmRadialSigma","unseen","class_1","class_1",0.972359448108179,0.468671536447808,"TP"
"5466","asym_long_tail-Weibull(0.5,1)-1064","asym_long_tail","Weibull(0.5,1)",1064,0,-0.34212,0.34212,1,5.6573,48.79951,0.12312030075188,0.0667293233082707,0.921992481203007,0.963345864661654,0.979323308270677,"svmRadialSigma","unseen","class_1","class_1",0.961026506208771,0.468671536447808,"TP"
"5471","asym_short_tail-beta(2,1)-1064","asym_short_tail","beta(2,1)",1064,0,0.14938,0.14938,1,-0.53271,2.39674,0,0,0.628759398496241,0.958646616541353,1,"svmRadialSigma","unseen","class_1","class_1",0.957797250584102,0.468671536447808,"TP"
"5479","normal(0.6)-Normal_548_328.8-1064","normal(0.6)","Normal_548_328.8",1064,0,0.00564,0.00564,1,-0.09855,3.10877,0.00469924812030075,0,0.68515037593985,0.947368421052632,0.99812030075188,"svmRadialSigma","unseen","class_0","class_0",0.0916948417334699,0.468671536447808,"TN"
"5484","normal(0.6)-Normal_-605_363-1064","normal(0.6)","Normal_-605_363",1064,0,0.02392,0.02392,1,-0.06433,2.80926,0.0037593984962406,0,0.673872180451128,0.950187969924812,1,"svmRadialSigma","unseen","class_0","class_0",0.216447600419909,0.468671536447808,"TN"
"5489","normal(0.6)-Normal_956_573.6-1064","normal(0.6)","Normal_956_573.6",1064,0,0.0365,0.0365,1,-0.02806,3.11524,0.0056390977443609,0,0.693609022556391,0.953947368421053,0.995300751879699,"svmRadialSigma","unseen","class_0","class_0",0.0888271497762105,0.468671536447808,"TN"
"5494","normal(0.6)-Normal_-597_358.2-1064","normal(0.6)","Normal_-597_358.2",1064,0,-0.01627,0.01627,1,-0.06924,2.93053,0.0056390977443609,0,0.673872180451128,0.962406015037594,0.99718045112782,"svmRadialSigma","unseen","class_0","class_0",0.143442096121154,0.468671536447808,"TN"
"5499","normal(0.6)-Normal_-277_166.2-1064","normal(0.6)","Normal_-277_166.2",1064,0,0.0185,0.0185,1,-0.03061,2.81215,0.00469924812030075,0,0.671052631578947,0.953947368421053,1,"svmRadialSigma","unseen","class_0","class_0",0.145000724896247,0.468671536447808,"TN"
"5501","close_normal-tukey(0.1)-1077","close_normal","tukey(0.1)",1077,0,-0.04365,0.04365,1,0.08918,3.59899,0.0176415970287837,0,0.710306406685237,0.951717734447539,0.993500464252553,"svmRadialSigma","unseen","class_1","class_1",0.927024081343114,0.468671536447808,"TP"
"5506","sym_long_tail-t(1)-1077","sym_long_tail","t(1)",1077,0,0.02431,0.02431,1,-13.5696,335.06721,0.176415970287837,0.104921077065924,0.965645311049211,0.985143918291551,0.988857938718663,"svmRadialSigma","unseen","class_1","class_1",0.954249023635172,0.468671536447808,"TP"
"5511","sym_short_tail-uniform(0,1)-1077","sym_short_tail","uniform(0,1)",1077,0,-0.03202,0.03202,1,0.02666,1.7721,0,0,0.587743732590529,1,1,"svmRadialSigma","unseen","class_1","class_1",0.971199787291796,0.468671536447808,"TP"
"5516","asym_long_tail-Weibull(0.5,1)-1077","asym_long_tail","Weibull(0.5,1)",1077,0,-0.36536,0.36536,1,4.58251,30.00618,0.109563602599814,0.0696378830083565,0.91272051996286,0.958217270194986,0.978644382544104,"svmRadialSigma","unseen","class_1","class_1",0.962619236276863,0.468671536447808,"TP"
"5521","asym_short_tail-beta(2,1)-1077","asym_short_tail","beta(2,1)",1077,0,0.17094,0.17094,1,-0.6048,2.46622,0,0,0.632311977715877,0.959145775301764,1,"svmRadialSigma","unseen","class_1","class_1",0.968087052548165,0.468671536447808,"TP"
"5529","normal(0.6)-Normal_548_328.8-1077","normal(0.6)","Normal_548_328.8",1077,0,0.01046,0.01046,1,-0.12392,3.1085,0.00464252553389044,0,0.686165273909007,0.946146703806871,0.998142989786444,"svmRadialSigma","unseen","class_0","class_0",0.121335051150192,0.468671536447808,"TN"
"5534","normal(0.6)-Normal_-605_363-1077","normal(0.6)","Normal_-605_363",1077,0,0.01851,0.01851,1,-0.01894,2.89806,0.00464252553389044,0,0.683379758588672,0.950789229340761,0.998142989786444,"svmRadialSigma","unseen","class_0","class_0",0.0591180289584894,0.468671536447808,"TN"
"5539","normal(0.6)-Normal_956_573.6-1077","normal(0.6)","Normal_956_573.6",1077,0,0.01934,0.01934,1,0.01396,2.98557,0.00371402042711235,0,0.694521819870009,0.952646239554318,0.997214484679666,"svmRadialSigma","unseen","class_0","class_0",0.0537700800763037,0.468671536447808,"TN"
"5544","normal(0.6)-Normal_-597_358.2-1077","normal(0.6)","Normal_-597_358.2",1077,0,-0.00417,0.00417,1,-0.08535,3.23786,0.00835654596100279,0,0.68430826369545,0.959145775301764,0.994428969359331,"svmRadialSigma","unseen","class_0","class_0",0.0747979308887848,0.468671536447808,"TN"
"5549","normal(0.6)-Normal_-277_166.2-1077","normal(0.6)","Normal_-277_166.2",1077,0,0.0031,0.0031,1,0.0253,2.95603,0.00557103064066852,0,0.675951717734448,0.953574744661096,0.997214484679666,"svmRadialSigma","unseen","class_0","class_0",0.0508348228220793,0.468671536447808,"TN"
"5551","close_normal-tukey(0.1)-1081","close_normal","tukey(0.1)",1081,0,-0.00351,0.00351,1,-0.07261,3.41772,0.0129509713228492,0,0.695652173913043,0.955596669750231,0.995374653098982,"svmRadialSigma","unseen","class_1","class_0",0.113341776970552,0.468671536447808,"FN"
"5556","sym_long_tail-t(1)-1081","sym_long_tail","t(1)",1081,0,0.03608,0.03608,1,-15.77394,331.71386,0.172987974098057,0.0999074930619796,0.975948196114709,0.987049028677151,0.992599444958372,"svmRadialSigma","unseen","class_1","class_1",0.954324787800759,0.468671536447808,"TP"
"5561","sym_short_tail-uniform(0,1)-1081","sym_short_tail","uniform(0,1)",1081,0,0.00589,0.00589,1,0.0012,1.84508,0,0,0.581868640148011,1,1,"svmRadialSigma","unseen","class_1","class_1",0.973235714827682,0.468671536447808,"TP"
"5566","asym_long_tail-Weibull(0.5,1)-1081","asym_long_tail","Weibull(0.5,1)",1081,0,-0.33657,0.33657,1,5.68863,52.07698,0.101757631822387,0.0564292321924144,0.924144310823312,0.962072155411656,0.978723404255319,"svmRadialSigma","unseen","class_1","class_1",0.961100950538927,0.468671536447808,"TP"
"5571","asym_short_tail-beta(2,1)-1081","asym_short_tail","beta(2,1)",1081,0,0.16532,0.16532,1,-0.5731,2.36694,0,0,0.621646623496762,0.967622571692877,1,"svmRadialSigma","unseen","class_1","class_1",0.988667320300462,0.468671536447808,"TP"
"5579","normal(0.6)-Normal_548_328.8-1081","normal(0.6)","Normal_548_328.8",1081,0,0.01365,0.01365,1,-0.12215,3.07571,0.00462534690101758,0,0.681776133209991,0.948196114708603,0.998149861239593,"svmRadialSigma","unseen","class_0","class_0",0.0860309457195717,0.468671536447808,"TN"
"5584","normal(0.6)-Normal_-605_363-1081","normal(0.6)","Normal_-605_363",1081,0,0.01117,0.01117,1,-0.02838,2.88291,0.00462534690101758,0,0.680851063829787,0.95004625346901,0.999074930619796,"svmRadialSigma","unseen","class_0","class_0",0.107509214782495,0.468671536447808,"TN"
"5589","normal(0.6)-Normal_956_573.6-1081","normal(0.6)","Normal_956_573.6",1081,0,0.01379,0.01379,1,0.03035,3.02532,0.00462534690101758,0,0.695652173913043,0.951896392229417,0.996299722479186,"svmRadialSigma","unseen","class_0","class_0",0.0783325246915475,0.468671536447808,"TN"
"5594","normal(0.6)-Normal_-597_358.2-1081","normal(0.6)","Normal_-597_358.2",1081,0,0.00181,0.00181,1,-0.08236,3.1939,0.00832562442183164,0,0.678075855689177,0.959296947271045,0.994449583718779,"svmRadialSigma","unseen","class_0","class_0",0.0486786139323631,0.468671536447808,"TN"
"5599","normal(0.6)-Normal_-277_166.2-1081","normal(0.6)","Normal_-277_166.2",1081,0,-0.01553,0.01553,1,0.03533,2.93667,0.00555041628122109,0,0.670675300647549,0.953746530989824,0.99722479185939,"svmRadialSigma","unseen","class_0","class_0",0.0663769781124843,0.468671536447808,"TN"
"5601","close_normal-tukey(0.1)-1087","close_normal","tukey(0.1)",1087,0,-0.01645,0.01645,1,-0.09728,3.47215,0.0119595216191352,0.000919963201471941,0.694572217111316,0.954001839926403,0.99540018399264,"svmRadialSigma","unseen","class_1","class_0",0.0861218886721715,0.468671536447808,"FN"
"5606","sym_long_tail-t(1)-1087","sym_long_tail","t(1)",1087,0,0.03592,0.03592,1,-15.81739,333.5238,0.172953081876725,0.101195952161914,0.97608095676173,0.987120515179393,0.992640294388224,"svmRadialSigma","unseen","class_1","class_1",0.954232974478828,0.468671536447808,"TP"
"5611","sym_short_tail-uniform(0,1)-1087","sym_short_tail","uniform(0,1)",1087,0,0.04776,0.04776,1,-0.08609,1.83848,0,0,0.575896964121435,1,1,"svmRadialSigma","unseen","class_1","class_1",0.973355003603988,0.468671536447808,"TP"
"5616","asym_long_tail-Weibull(0.5,1)-1087","asym_long_tail","Weibull(0.5,1)",1087,0,-0.33037,0.33037,1,5.88967,52.82029,0.106715731370745,0.0662373505059798,0.918123275068997,0.965961361545538,0.983440662373505,"svmRadialSigma","unseen","class_1","class_1",0.963191339972691,0.468671536447808,"TP"
"5621","asym_short_tail-beta(2,1)-1087","asym_short_tail","beta(2,1)",1087,0,0.17541,0.17541,1,-0.61241,2.41656,0,0,0.632014719411224,0.96228150873965,1,"svmRadialSigma","unseen","class_1","class_1",0.977570092782242,0.468671536447808,"TP"
"5629","normal(0.6)-Normal_548_328.8-1087","normal(0.6)","Normal_548_328.8",1087,0,0.01567,0.01567,1,-0.12857,3.05891,0.00459981600735971,0,0.68261269549218,0.946642134314627,0.998160073597056,"svmRadialSigma","unseen","class_0","class_0",0.125312251018136,0.468671536447808,"TN"
"5634","normal(0.6)-Normal_-605_363-1087","normal(0.6)","Normal_-605_363",1087,0,0.01371,0.01371,1,-0.02752,2.88288,0.00459981600735971,0,0.678932842686293,0.949402023919043,0.999080036798528,"svmRadialSigma","unseen","class_0","class_0",0.135804995583781,0.468671536447808,"TN"
"5639","normal(0.6)-Normal_956_573.6-1087","normal(0.6)","Normal_956_573.6",1087,0,0.00967,0.00967,1,0.07179,2.98035,0.00459981600735971,0,0.690892364305428,0.954001839926403,0.997240110395584,"svmRadialSigma","unseen","class_0","class_0",0.0605764336379401,0.468671536447808,"TN"
"5644","normal(0.6)-Normal_-597_358.2-1087","normal(0.6)","Normal_-597_358.2",1087,0,-0.00598,0.00598,1,-0.00432,3.02566,0.00735970561177553,0,0.673413063477461,0.956761729530819,0.996320147194112,"svmRadialSigma","unseen","class_0","class_0",0.0450892857407743,0.468671536447808,"TN"
"5649","normal(0.6)-Normal_-277_166.2-1087","normal(0.6)","Normal_-277_166.2",1087,0,-0.02251,0.02251,1,0.02718,2.9049,0.00643974241030359,0,0.669733210671573,0.960441582336707,0.997240110395584,"svmRadialSigma","unseen","class_0","class_0",0.153896098315033,0.468671536447808,"TN"
"5651","close_normal-tukey(0.1)-1099","close_normal","tukey(0.1)",1099,0,0.02799,0.02799,1,-0.15174,3.33457,0.0127388535031847,0,0.690627843494086,0.958143767060964,0.996360327570519,"svmRadialSigma","unseen","class_1","class_0",0.0493049893155397,0.468671536447808,"FN"
"5656","sym_long_tail-t(1)-1099","sym_long_tail","t(1)",1099,0,0.03813,0.03813,1,-15.97636,339.41196,0.169244767970883,0.0991810737033667,0.977252047315742,0.988171064604186,0.992720655141037,"svmRadialSigma","unseen","class_1","class_1",0.9537284121981,0.468671536447808,"TP"
"5661","sym_short_tail-uniform(0,1)-1099","sym_short_tail","uniform(0,1)",1099,0,0.04967,0.04967,1,-0.04458,1.86569,0,0,0.581437670609645,1,1,"svmRadialSigma","unseen","class_1","class_1",0.974048854034918,0.468671536447808,"TP"
"5666","asym_long_tail-Weibull(0.5,1)-1099","asym_long_tail","Weibull(0.5,1)",1099,0,-0.30058,0.30058,1,8.59957,114.02291,0.119199272065514,0.0618744313011829,0.938125568698817,0.97179253867152,0.983621474067334,"svmRadialSigma","unseen","class_1","class_1",0.961509598078193,0.468671536447808,"TP"
"5671","asym_short_tail-beta(2,1)-1099","asym_short_tail","beta(2,1)",1099,0,0.16433,0.16433,1,-0.55749,2.36241,0,0,0.627843494085532,0.962693357597816,1,"svmRadialSigma","unseen","class_1","class_1",0.979411878370819,0.468671536447808,"TP"
"5679","normal(0.6)-Normal_548_328.8-1099","normal(0.6)","Normal_548_328.8",1099,0,0.01933,0.01933,1,-0.08831,3.0322,0.00454959053685168,0,0.680618744313012,0.948134667879891,0.998180163785259,"svmRadialSigma","unseen","class_0","class_0",0.100737778916726,0.468671536447808,"TN"
"5684","normal(0.6)-Normal_-605_363-1099","normal(0.6)","Normal_-605_363",1099,0,0.01297,0.01297,1,-0.00833,2.86255,0.00363967242948135,0,0.678798908098271,0.950864422202002,0.99909008189263,"svmRadialSigma","unseen","class_0","class_0",0.104682150295401,0.468671536447808,"TN"
"5689","normal(0.6)-Normal_956_573.6-1099","normal(0.6)","Normal_956_573.6",1099,0,0.02162,0.02162,1,-0.00324,3.05146,0.00545950864422202,0,0.699727024567789,0.949954504094631,0.996360327570519,"svmRadialSigma","unseen","class_0","class_0",0.0841611227218607,0.468671536447808,"TN"
"5694","normal(0.6)-Normal_-597_358.2-1099","normal(0.6)","Normal_-597_358.2",1099,0,-0.01508,0.01508,1,0.00534,3.0118,0.00636942675159236,0,0.672429481346679,0.957233848953594,0.996360327570519,"svmRadialSigma","unseen","class_0","class_0",0.0553304853999155,0.468671536447808,"TN"
"5699","normal(0.6)-Normal_-277_166.2-1099","normal(0.6)","Normal_-277_166.2",1099,0,-0.04924,0.04924,1,0.0837,3.06382,0.00727934485896269,0,0.680618744313012,0.955414012738854,0.994540491355778,"svmRadialSigma","unseen","class_0","class_0",0.278579956163333,0.468671536447808,"TN"
"5701","close_normal-tukey(0.1)-1106","close_normal","tukey(0.1)",1106,0,-0.02541,0.02541,1,-0.07879,2.96889,0.00723327305605787,0,0.688065099457504,0.952079566003617,0.998191681735985,"svmRadialSigma","unseen","class_1","class_0",0.0499884364217419,0.468671536447808,"FN"
"5706","sym_long_tail-t(1)-1106","sym_long_tail","t(1)",1106,0,0.03008,0.03008,1,-16.00438,385.2457,0.163652802893309,0.0985533453887884,0.971971066907776,0.987341772151899,0.991862567811935,"svmRadialSigma","unseen","class_1","class_1",0.952485699884579,0.468671536447808,"TP"
